# ROBOT PARAMETERS: Arm1=1.8460, Arm2=1.6040, MaxSpeed=120.00, Samples=8459
# Generated: 2026-07-20 11:53:55
# WAYPOINTS:
# WP: -1.602082,0.270989,-135.000000,124.338000,50
# WP: -1.740002,0.769999,-116.767000,113.485700,50
# WP: 1.770000,0.970001,12.479080,108.782400,50
# WP: 2.438963,-2.440071,135.000000,0.027976,50
# WP: -2.440071,-2.438963,-135.000000,0.027976,50

Time,X,Z,Theta1,Theta2
0.414,1.188897,1.551137,-12.360920,111.402400
0.415,1.187245,1.552207,-12.420920,111.408800
0.416,1.185591,1.553274,-12.480920,111.415100
0.417,1.183937,1.554340,-12.540920,111.421400
0.418,1.182281,1.555403,-12.600920,111.427800
0.419,1.180625,1.556466,-12.660920,111.434100
0.420,1.178967,1.557526,-12.720920,111.440400
0.421,1.177309,1.558585,-12.780920,111.446700
0.422,1.175650,1.559641,-12.840920,111.453100
0.423,1.173989,1.560696,-12.900920,111.459400
0.424,1.172328,1.561750,-12.960920,111.465700
0.425,1.170666,1.562801,-13.020920,111.472100
0.426,1.169003,1.563851,-13.080920,111.478400
0.427,1.167339,1.564899,-13.140920,111.484700
0.428,1.165674,1.565945,-13.200920,111.491000
0.429,1.164008,1.566990,-13.260920,111.497400
0.430,1.162341,1.568033,-13.320920,111.503700
0.431,1.160674,1.569074,-13.380920,111.510000
0.432,1.159005,1.570113,-13.440920,111.516400
0.433,1.157335,1.571150,-13.500920,111.522700
0.434,1.155665,1.572186,-13.560920,111.529000
0.435,1.153993,1.573220,-13.620920,111.535300
0.436,1.152321,1.574252,-13.680920,111.541700
0.437,1.150648,1.575282,-13.740920,111.548000
0.438,1.148974,1.576311,-13.800920,111.554300
0.439,1.147299,1.577337,-13.860920,111.560700
0.440,1.145623,1.578362,-13.920920,111.567000
0.441,1.143946,1.579386,-13.980920,111.573300
0.442,1.142268,1.580407,-14.040920,111.579600
0.443,1.140589,1.581427,-14.100920,111.586000
0.444,1.138910,1.582444,-14.160920,111.592300
0.445,1.137229,1.583461,-14.220920,111.598600
0.446,1.135548,1.584475,-14.280920,111.605000
0.447,1.133866,1.585487,-14.340920,111.611300
0.448,1.132182,1.586498,-14.400920,111.617600
0.449,1.130498,1.587507,-14.460920,111.623900
0.450,1.128813,1.588514,-14.520920,111.630300
0.451,1.127127,1.589520,-14.580920,111.636600
0.452,1.125441,1.590523,-14.640920,111.642900
0.453,1.123753,1.591525,-14.700920,111.649300
0.454,1.122064,1.592525,-14.760920,111.655600
0.455,1.120375,1.593524,-14.820920,111.661900
0.456,1.118685,1.594520,-14.880920,111.668200
0.457,1.116994,1.595515,-14.940920,111.674600
0.458,1.115302,1.596507,-15.000920,111.680900
0.459,1.113609,1.597499,-15.060920,111.687200
0.460,1.111915,1.598488,-15.120920,111.693600
0.461,1.110220,1.599475,-15.180920,111.699900
0.462,1.108525,1.600461,-15.240920,111.706200
0.463,1.106828,1.601445,-15.300920,111.712500
0.464,1.105131,1.602427,-15.360920,111.718900
0.465,1.103433,1.603407,-15.420920,111.725200
0.466,1.101734,1.604386,-15.480920,111.731500
0.467,1.100034,1.605363,-15.540920,111.737900
0.468,1.098334,1.606338,-15.600920,111.744200
0.469,1.096632,1.607311,-15.660920,111.750500
0.470,1.094930,1.608282,-15.720920,111.756800
