# ROBOT PARAMETERS: Arm1=1.8460, Arm2=1.6040, MaxSpeed=120.00, Samples=3960
# Generated: 2026-07-14 14:31:18
# WAYPOINTS:
# WP: -2.560000,-1.700000,-148.636400,54.212190,50
# WP: -2.160000,1.180000,-102.017100,89.250400,50
# WP: -0.680000,2.850000,-42.869300,63.909990,50

Time,X,Z,Theta1,Theta2
0.460,1.691801,-2.149065,107.225300,75.326030
0.461,1.689890,-2.150850,107.285300,75.313860
0.462,1.687977,-2.152634,107.345300,75.301700
0.463,1.686061,-2.154417,107.405300,75.289530
0.464,1.684145,-2.156198,107.465300,75.277370
0.465,1.682226,-2.157977,107.525300,75.265200
0.466,1.680305,-2.159754,107.585300,75.253040
0.467,1.678383,-2.161530,107.645300,75.240880
0.468,1.676458,-2.163304,107.705300,75.228710
0.469,1.674532,-2.165076,107.765300,75.216550
0.470,1.672604,-2.166846,107.825300,75.204380
0.471,1.670674,-2.168615,107.885300,75.192210
0.472,1.668742,-2.170382,107.945300,75.180050
0.473,1.666808,-2.172147,108.005300,75.167880
0.474,1.664873,-2.173911,108.065300,75.155720
0.475,1.662935,-2.175673,108.125300,75.143550
0.476,1.660997,-2.177432,108.185300,75.131390
0.477,1.659055,-2.179191,108.245300,75.119220
0.478,1.657112,-2.180947,108.305300,75.107060
0.479,1.655167,-2.182702,108.365300,75.094890
0.480,1.653221,-2.184455,108.425300,75.082730
0.481,1.651272,-2.186206,108.485300,75.070560
0.482,1.649321,-2.187956,108.545300,75.058400
0.483,1.647369,-2.189703,108.605300,75.046230
0.484,1.645415,-2.191449,108.665300,75.034070
0.485,1.643460,-2.193193,108.725300,75.021900
0.486,1.641502,-2.194936,108.785300,75.009740
0.487,1.639542,-2.196676,108.845300,74.997570
0.488,1.637580,-2.198415,108.905300,74.985410
0.489,1.635617,-2.200152,108.965300,74.973240
0.490,1.633652,-2.201887,109.025300,74.961080
0.491,1.631684,-2.203621,109.085300,74.948910
0.492,1.629716,-2.205353,109.145300,74.936750
0.493,1.627746,-2.207083,109.205300,74.924580
0.494,1.625773,-2.208811,109.265300,74.912420
0.495,1.623798,-2.210537,109.325300,74.900250
0.496,1.621822,-2.212262,109.385300,74.888090
0.497,1.619845,-2.213985,109.445300,74.875920
0.498,1.617864,-2.215706,109.505300,74.863760
0.499,1.615883,-2.217425,109.565300,74.851590
0.500,1.613900,-2.219143,109.625300,74.839430
0.501,1.611914,-2.220859,109.685300,74.827260
0.502,1.609927,-2.222572,109.745300,74.815100
0.503,1.607938,-2.224284,109.805300,74.802930
0.504,1.605947,-2.225995,109.865300,74.790770
0.505,1.603955,-2.227703,109.925300,74.778600
0.506,1.601960,-2.229410,109.985300,74.766440
0.507,1.599965,-2.231115,110.045300,74.754270
0.508,1.597967,-2.232818,110.105300,74.742110
0.509,1.595967,-2.234519,110.165300,74.729950
0.510,1.593965,-2.236219,110.225300,74.717780
0.511,1.591962,-2.237916,110.285300,74.705620
0.512,1.589957,-2.239612,110.345300,74.693450
0.513,1.587949,-2.241306,110.405300,74.681290
0.514,1.585941,-2.242998,110.465300,74.669120
